Date,Cell,Rheobase Sweep,Genotype,Mouse Age (weeks),Sex,Experiment Notes,Inclusion,Single Pathway Plateau Inclusion,Stimulation Pathways,ESPS Stim Time File Name,Plateau Sweeps,Theta Burst Stim Time File Name,Drugs,Voltage Change,Vm rest/start (mV),Access Resistance (Bridge Balance),Access Resistance (From Whole Cell V-Clamp),Changed Holding Current,Holding Voltage,Slice Solution,Slice Solution Osmolarity,Recovery/Storage Solution,Recording Solution,Recording/Recording Osmolarity,Slice Orientation,Brain Region,Slice Thickness,Recording Temp. (degrees Celcius),Formatted Date,Cell_ID
6062025,c2,,GNB1,9,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ETX:  sweep_13} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-73,,16.17,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250606,20250606_c2
6112025,c2,,WT,10,Male,Coarse-FI; Full E/I Gabazine + Plateaus;   Full E/I Gabazine + MCPG + Plateaus,No: Input resistance dropped significantly - below 50 mOhms,,,,,Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 250_M MCPG washed in next,,-74,,26.51,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250611,20250611_c2
7032025,c1,,WT,11,Male,Dend-FI (Proximal dendrite Proximal dendrite ~50 microns from soma),Yes: [Dend-FI; Voltage-Sag],,,,,,,,-65,,56.96,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250703,20250703_c1
7032025,c2,,WT,11,Male,Dend-FI ( Proximal dendrite ~ 100 microns from soma),No: Access Resistance too high,,,,,,,,-65,,120,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250703,20250703_c2
7032025,c3,,WT,11,Male,Dend-FI; Dend-Voltage-Sag (Proximal dendrite ~ 100 microns from soma),No: Access Resistance too high,,,,,,,,,,,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250703,20250703_c3
7162025,c1,,WT,9,Female,Dend-FI; Dend-Voltage-Sag with and without Baclofen (Distal dendrite),Yes: [Dend-FI; Voltage-Sag],,,,,,10_M Baclofen washed in ,,-61,,25,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250716,20250716_c1
7232025,c1,,GNB1,6,Male,Dend-FI; Dend-Voltage-Sag with and without Baclofen (Interneuron dendrite),Yes: [Dend-FI; Voltage-Sag],,,,,,10_M Baclofen washed in ,,-67,,57,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250723,20250723_c1
7302025,c1,,GNB1,7,Female,Dend-FI; Dend-Voltage-Sag with and without Baclofen (Distal dendrite),No: Bad Bridge Balance Compensation,,,,,,10_M Baclofen washed in ,,-61,,60,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250730,20250730_c1
8012025,c1,,GNB1,7,Female,Dend-FI; Dend-Voltage-Sag  (Distal dendrite),No: Bad Bridge Balance Compensation,,,,,,,,-67,,22,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250801,20250801_c1
8052025,c1,,WT,12,Male ,Dend-FI; Dend-Voltage-Sag (Distal dendrite ~ 200 microns from soma),No: Bad Bridge Balance Compensation,,,,,,,,-65,,70,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250805,20250805_c1
8222025,c1,,WT,10,Male,Dend-FI; Dend-Voltage-Sag with and without Baclofen (Proximal dendrite ~ 100 microns from soma),Yes: [Dend-FI; Voltage-Sag],,,,,,10_M Baclofen washed in ,,-60,,33,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250822,20250822_c1
9092025,c1,,WT,9,Male,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-67,,26.43,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250909,20250909_c1
9092025,c2,,WT,9,Male,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-65,,23.82,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250909,20250909_c2
9102025,c1,,GNB1,9,Female,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-67,,26.08,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250910,20250910_c1
10142025,c1,,GNB1,7,Female,Coarse-FI; Voltage-Sag ,"Yes: [Coarse-FI, Voltage-Sag]",,,,,,,,-60,,16.5,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20251014,20251014_c1
10142025,c2,,GNB1,7,Female,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-65,,38,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20251014,20251014_c2
10142025,c3,,GNB1,7,Female,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-67,,20,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20251014,20251014_c3
10152025,c1,,WT,9,Male,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-71,,29,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20251015,20251015_c1
10152025,c2,,WT,9,Male,Coarse-FI,Yes: [Coarse-FI],,,,,,,,-70,,25,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20251015,20251015_c2
10152025,c3,,WT,9,Male,Coarse-FI; Voltage-Sag; Full E/I + E/I with Baclofen + Gabazine + Coarse,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,,-64,,25,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20251015,20251015_c3
10312025,c1,,GNB1,12,Male,Coarse-FI; Coarse-FI + Baclofen,Yes: [Coarse-FI],,,,,,10_M Baclofen washed in ,,-67,,20,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20251031,20251031_c1
10312025,c2,,GNB1,12,Male,Coarse-FI; Coarse-FI + Baclofen,Yes: [Coarse-FI],,,,,,10_M Baclofen washed in ,,-70,,20,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20251031,20251031_c2
10312025,c3,,GNB1,12,Male,Coarse-FI; Coarse-FI + Baclofen,Yes: [Coarse-FI],,,,,,10_M Baclofen washed in ,,-70,,20,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20251031,20251031_c3
11062025,c1,,WT,12,Male,Dend-FI; Dend-Voltage-Sag (Proximal dendrite ~ 100 microns from soma),Yes: [Dend-FI; Voltage-Sag],,,,,,,,-68,,75,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251106,20251106_c1
11062025,c2,,WT,12,Male,Dend-FI; Dend-Voltage-Sag (Proximal dendrite ~ 200 microns from soma),Yes: [Dend-FI],,,,,,,,-70,,38,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251106,20251106_c2
11112025,c1,,WT,12,Male,Coarse-FI; Coarse-FI + Baclofen,Yes: [Coarse-FI],,,,,,10_M Baclofen washed in ,,-73,,25,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251111,20251111_c1
11112025,c2,,WT,12,Male,Coarse-FI; Coarse-FI + Baclofen,Yes: [Coarse-FI],,,,,,10_M Baclofen washed in ,,-73,,15,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251111,20251111_c2
11112025,c3,,WT,12,Male,Coarse-FI; Coarse-FI + Baclofen,Yes: [Coarse-FI],,,,,,10_M Baclofen washed in ,,-65,,31,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251111,20251111_c3
12092025,c1,,GNB1,10,Female,Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,Yes: [Coarse-FI],,,,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,0,-70,,34,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251209,20251209_c1
12092025,c2,,GNB1,10,Female,Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,Yes: [Coarse-FI],,,,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,3,-68,,35,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20251209,20251209_c2
1072026,c1,,GNB1,12,Male,E/I Up to 10 Control,Yes: [E/I],,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,,,-65,,25,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20260107,20260107_c1
1132026,c1,,GNB1,12,Male,E/I Up to 10 Control,Yes: [E/I],,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,,,-66,,28.06,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20260113,20260113_c1
1132026,c2,,GNB1,12,Male,Full E/I,Yes: [E/I],,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in,,-67,,28,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20260113,20260113_c2
1152026,c1,,WT,12,Male,Full E/I,Yes: [E/I],,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in,,-62,,24.65,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20260115,20260115_c1
1152026,c2,,WT,12,Male,Full E/I ;Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,7,-72,,34.46,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20260115,20260115_c2
1222026,c1,,GNB1,10,Male ,Coarse-FI; Voltage-Sag; E/I Up to 10 Control,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,,,-75,,12.98,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260122,20260122_c1
1222026,c2,,GNB1,10,Male ,Coarse-FI; Voltage-Sag; Full E/I ,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in,,-61,,28,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260122,20260122_c2
1222026,c3,,GNB1,10,Male ,Coarse-FI; Voltage-Sag; Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, Voltage-Sag, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,1,-69,,20,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260122,20260122_c3
1222026,c4,,GNB1,10,Male ,Full E/I - Coarse-FI + Gabazine (only),"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first,0,-64,,19.17,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260122,20260122_c4
1272026,c1,,WT,11,Male,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,4,-71,,22.63,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260127,20260127_c1
1272026,c2,,WT,11,Male,E/I Up to 10 Control; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,5,-68,,24.5,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260127,20260127_c2
1272026,c3,,WT,11,Male,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,9,-66,,17.65,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260127,20260127_c3
1272026,c4,,WT,11,Male,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,3,-69,,37.9,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260127,20260127_c4
1282026,c1,,GNB1,11,Male,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,3,-75,,22.35,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260128,20260128_c1
2022026,c1,,GNB1,12,Female,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,3,-70,,20,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260202,20260202_c1
2022026,c2,,GNB1,12,Female,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,4,-68,,38,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260202,20260202_c2
2022026,c3,,GNB1,12,Female,E/I Up to 10 Control; Coarse-FI + Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in,3,-64,,37,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260202,20260202_c3
2042026,c1,,WT,12,Female,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,7,-65,,20,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260204,20260204_c1
2062024,c1,,WT,12,Male,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,7,-70,,22.6,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260206,20260206_c1
2062024,c2,,WT,12,Male ,Full E/I; Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,"Yes: [Coarse-FI, E/I]",,"{channel_1: stratum oriens, channel_2: }",ISI_times_dict_newer,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,4,-69,,24,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260206,20260206_c2
2062024,c3,,WT,12,Male ,Coarse-FI + Gabazine; Coarse-FI + Baclofen & Gabazine,Yes: [Coarse-FI],,,,,,10_M Gabazine washed in first; then 10_M Baclofen + 10_M Gabazine washed in next,8,-65,,31,No,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20260206,20260206_c3
